seed,condition,facts,item,depth,ntok,logprob_per_token
0,mismatched,A,0,0.0,34,-1.7019153685165185
0,mismatched,A,1,0.0272,22,-2.3848825354679404
0,mismatched,A,2,0.0469,27,-1.8164027659998585
0,mismatched,A,3,0.073,18,-0.07208810118188719
0,mismatched,A,4,0.0934,29,-1.750290001682327
0,mismatched,A,5,0.1373,16,-2.6614433620125055
0,mismatched,A,6,0.1546,15,-1.04275840173165
0,mismatched,A,7,0.1703,28,-1.2755215626841943
0,mismatched,A,8,0.1948,26,-2.0309799471780514
0,mismatched,A,9,0.2201,54,-0.6018787364330449
0,mismatched,A,10,0.2747,54,-2.4458502036965606
0,mismatched,A,11,0.3193,63,-2.8513438823071144
0,mismatched,A,12,0.3626,27,-3.1350421681827694
0,mismatched,A,13,0.3881,36,-1.5868383788434182
0,mismatched,A,14,0.4188,14,-3.0820204445293973
0,mismatched,A,15,0.4514,19,-1.7044743887687985
0,mismatched,A,16,0.469,41,-2.3949846927326446
0,mismatched,A,17,0.527,21,-2.8053500894013617
0,mismatched,A,18,0.5449,35,-1.937950039501967
0,mismatched,A,19,0.5667,31,-2.3003121066853525
0,mismatched,A,20,0.6021,24,-3.2056556912721135
0,mismatched,A,21,0.6213,19,-4.1667750679250615
0,mismatched,A,22,0.6668,66,-2.8268687650698032
0,mismatched,A,23,0.7106,33,-3.8291348578464803
0,mismatched,A,24,0.7381,48,-3.9480333870014874
0,mismatched,A,25,0.7789,18,-2.551064042167531
0,mismatched,A,26,0.8335,17,-0.8340304598814863
0,mismatched,A,27,0.8583,38,-2.277569428041859
0,mismatched,A,28,0.8862,19,-2.407106105728369
0,mismatched,A,29,0.9051,30,-2.718049129238352
0,mismatched,A,30,0.9245,24,-2.1457532624869295
0,mismatched,A,31,0.9465,13,-1.305019018598474
0,mismatched,A,32,0.9629,31,-2.76056186839818
0,mismatched,B,0,0.0827,29,-0.007249230117254072
0,mismatched,B,1,0.1627,16,-0.009330359313025838
0,mismatched,B,2,0.2377,16,-0.021653199048159877
0,mismatched,B,3,0.3121,22,-0.003732006017261566
0,mismatched,B,4,0.3699,21,-0.01601654084940189
0,mismatched,B,5,0.4786,19,-0.022148080676408045
0,mismatched,B,6,0.6708,37,-0.006917355737703081
0,mismatched,B,7,0.7241,15,-0.002342871483172833
0,mismatched,B,8,0.879,21,-0.007243190876795866
0,mismatched,B,9,0.9334,27,-0.00965236131796027
1,cold,A,0,0.0,17,-3.9015364052782604
1,cold,A,1,0.0194,22,-3.1018260105047375
1,cold,A,2,0.0567,38,-0.6196061925316635
1,cold,A,3,0.0878,18,-2.20336100531535
1,cold,A,4,0.1085,16,-2.395308183389716
1,cold,A,5,0.1292,12,-1.6724320851887267
1,cold,A,6,0.1441,25,-2.6698231515288353
1,cold,A,7,0.1639,23,-1.6254029024769452
1,cold,A,8,0.1962,24,-1.1330317891479353
1,cold,A,9,0.2289,27,-1.90729265015236
1,cold,A,10,0.2681,30,-2.4700487485485305
1,cold,A,11,0.3113,23,-3.1044580390595873
1,cold,A,12,0.339,27,-2.8542100244171538
1,cold,A,13,0.3673,37,-2.956965399741249
1,cold,A,14,0.4052,18,-2.5816192855644555
1,cold,A,15,0.459,39,-3.139885034495726
1,cold,A,16,0.49,15,-2.118758088350296
1,cold,A,17,0.5088,16,-1.9930328116606688
1,cold,A,18,0.5277,15,-3.1743544618288677
1,cold,A,19,0.5471,19,-2.1063022657273045
1,cold,A,20,0.5691,26,-3.0941530570125906
1,cold,A,21,0.6138,33,-2.7000210864864513
1,cold,A,22,0.6521,22,-1.4003091697761028
1,cold,A,23,0.6716,23,-0.808548831108688
1,cold,A,24,0.6922,20,-1.9039226955210324
1,cold,A,25,0.7148,32,-2.6848074784429627
1,cold,A,26,0.7465,26,-1.5940408229048795
1,cold,A,27,0.7692,44,-1.9815740289499941
1,cold,A,28,0.8095,28,-2.7024395506700136
1,cold,A,29,0.8356,37,-1.332129867878
1,cold,A,30,0.8633,21,-2.276488671625321
1,cold,A,31,0.8937,25,-2.259395562936552
1,cold,A,32,0.934,20,-3.269741633255035
1,cold,A,33,0.9655,11,-2.579170159995556
1,cold,A,34,0.9816,17,-2.314490690991721
1,cold,B,0,0.0,31,-0.0019785473111017292
1,cold,B,1,0.0689,22,-0.01326337876757448
1,cold,B,2,0.1096,37,-0.009088345060386142
1,cold,B,3,0.1612,11,-0.003315186821220612
1,cold,B,4,0.1949,15,-0.007350587797979339
1,cold,B,5,0.2286,22,-0.005304361224261811
1,cold,B,6,0.2673,14,-0.017403676232788712
1,cold,B,7,0.3004,12,-0.0072908138802934746
1,cold,B,8,0.3558,26,-0.0176135752184424
1,cold,B,9,0.4001,13,-0.011773139033511352
1,cold,B,10,0.4291,28,-0.006742318738198654
1,cold,B,11,0.4736,19,-0.0064294801738086745
1,cold,B,12,0.5161,30,-0.004281129737501032
1,cold,B,13,0.5926,33,-0.0034264923610449346
1,cold,B,14,0.6471,17,-0.010512744552483234
1,cold,B,15,0.7134,23,-0.01748101911558162
1,cold,B,16,0.7547,47,-0.0021890747400206277
1,cold,B,17,0.8362,32,-0.0018148504198762794
1,cold,B,18,0.9015,13,-0.007221132794466729
1,cold,B,19,0.9338,37,-0.006243703805847798
1,warm,A,0,0.0,17,-3.6519753518788254
1,warm,A,1,0.0194,22,-2.9066796560814097
1,warm,A,2,0.0567,38,-0.6566855396698597
1,warm,A,3,0.0878,18,-2.3518655302921414
1,warm,A,4,0.1085,16,-2.400928152841516
1,warm,A,5,0.1292,12,-1.7955325668056805
1,warm,A,6,0.1441,25,-2.666298540234566
1,warm,A,7,0.1639,23,-1.955371357176615
1,warm,A,8,0.1962,24,-1.0884447866512044
1,warm,A,9,0.2289,27,-1.8386652213984807
1,warm,A,10,0.2681,30,-2.5916335315598795
1,warm,A,11,0.3113,23,-3.3188646975904703
1,warm,A,12,0.339,27,-2.6889261264985653
1,warm,A,13,0.3673,37,-3.0776816158261657
1,warm,A,14,0.4052,18,-2.4136611744761467
1,warm,A,15,0.459,39,-2.9398000616556366
1,warm,A,16,0.49,15,-2.2411978021264076
1,warm,A,17,0.5088,16,-2.011096413305495
1,warm,A,18,0.5277,15,-3.1700376828511554
1,warm,A,19,0.5471,19,-2.05879334680733
1,warm,A,20,0.5691,26,-3.109835969991624
1,warm,A,21,0.6138,33,-2.630552636628801
1,warm,A,22,0.6521,22,-1.5539963304022835
1,warm,A,23,0.6716,23,-0.8990433523501017
1,warm,A,24,0.6922,20,-2.0338203725405037
1,warm,A,25,0.7148,32,-2.744856686971616
1,warm,A,26,0.7465,26,-1.659446922990565
1,warm,A,27,0.7692,44,-1.9919975346631624
1,warm,A,28,0.8095,28,-2.600525169483652
1,warm,A,29,0.8356,37,-1.7686231934984225
1,warm,A,30,0.8633,21,-2.5864838706329465
1,warm,A,31,0.8937,25,-2.753004273334518
1,warm,A,32,0.934,20,-3.116401768126525
1,warm,A,33,0.9655,11,-2.798686086454175
1,warm,A,34,0.9816,17,-2.36110548209399
1,warm,B,0,0.0,31,-0.0029948034945200853
1,warm,B,1,0.0689,22,-0.018546913355748984
1,warm,B,2,0.1096,37,-0.0072754566367743915
1,warm,B,3,0.1612,11,-0.0025353491814299064
1,warm,B,4,0.1949,15,-0.006476175460071924
1,warm,B,5,0.2286,22,-0.004523951914961799
1,warm,B,6,0.2673,14,-0.015109074271874436
1,warm,B,7,0.3004,12,-0.005670324639747075
1,warm,B,8,0.3558,26,-0.030121425256556204
1,warm,B,9,0.4001,13,-0.023388773943924416
1,warm,B,10,0.4291,28,-0.01694389532246987
1,warm,B,11,0.4736,19,-0.0072135073133531
1,warm,B,12,0.5161,30,-0.002652370780428252
1,warm,B,13,0.5926,33,-0.001419925432249632
1,warm,B,14,0.6471,17,-0.009818158088498475
1,warm,B,15,0.7134,23,-0.0376626248699208
1,warm,B,16,0.7547,47,-0.00111748196193614
1,warm,B,17,0.8362,32,-0.0011769941981185639
1,warm,B,18,0.9015,13,-0.0023166135258809216
1,warm,B,19,0.9338,37,-0.0021627151777588675
1,mismatched,A,0,0.0,17,-3.8431810559157062
1,mismatched,A,1,0.0194,22,-2.9676130314738574
1,mismatched,A,2,0.0567,38,-0.6544938755641373
1,mismatched,A,3,0.0878,18,-2.433472948950819
1,mismatched,A,4,0.1085,16,-2.4408437785459682
1,mismatched,A,5,0.1292,12,-2.0250750376532474
1,mismatched,A,6,0.1441,25,-2.8123317736387254
1,mismatched,A,7,0.1639,23,-2.051010331057984
1,mismatched,A,8,0.1962,24,-1.099972258605855
1,mismatched,A,9,0.2289,27,-1.8970133232554265
1,mismatched,A,10,0.2681,30,-2.6424150451396904
1,mismatched,A,11,0.3113,23,-3.394443033829979
1,mismatched,A,12,0.339,27,-2.856682829589031
1,mismatched,A,13,0.3673,37,-3.164431405002786
1,mismatched,A,14,0.4052,18,-2.4917262100304165
1,mismatched,A,15,0.459,39,-3.095437777503274
1,mismatched,A,16,0.49,15,-2.1912608496844768
1,mismatched,A,17,0.5088,16,-2.050283001619391
1,mismatched,A,18,0.5277,15,-3.226812214652697
1,mismatched,A,19,0.5471,19,-2.1417043786679737
1,mismatched,A,20,0.5691,26,-3.1564667115722282
1,mismatched,A,21,0.6138,33,-2.6200175539336423
1,mismatched,A,22,0.6521,22,-1.5842502787285908
1,mismatched,A,23,0.6716,23,-0.9457597663011098
1,mismatched,A,24,0.6922,20,-1.9601242101751268
1,mismatched,A,25,0.7148,32,-2.7443812322744634
1,mismatched,A,26,0.7465,26,-1.725149900204717
1,mismatched,A,27,0.7692,44,-2.064611894665921
1,mismatched,A,28,0.8095,28,-2.6477438893135905
1,mismatched,A,29,0.8356,37,-1.9266869166164504
1,mismatched,A,30,0.8633,21,-2.909471592710664
1,mismatched,A,31,0.8937,25,-2.7944400852918623
1,mismatched,A,32,0.934,20,-3.187580966716632
1,mismatched,A,33,0.9655,11,-2.80077207765796
1,mismatched,A,34,0.9816,17,-2.4492124892661677
1,mismatched,B,0,0.0,31,-0.0031566516215295244
1,mismatched,B,1,0.0689,22,-0.019558356277147224
1,mismatched,B,2,0.1096,37,-0.007388635161348518
1,mismatched,B,3,0.1612,11,-0.0015377984461586245
1,mismatched,B,4,0.1949,15,-0.007938442077526512
1,mismatched,B,5,0.2286,22,-0.003345479714632595
1,mismatched,B,6,0.2673,14,-0.021932715267342116
1,mismatched,B,7,0.3004,12,-0.005289827735396102
1,mismatched,B,8,0.3558,26,-0.03384865806639517
1,mismatched,B,9,0.4001,13,-0.02610448544146493
1,mismatched,B,10,0.4291,28,-0.012532009293879907
1,mismatched,B,11,0.4736,19,-0.008308188391837527
1,mismatched,B,12,0.5161,30,-0.002969104893615319
1,mismatched,B,13,0.5926,33,-0.0013334436480914574
1,mismatched,B,14,0.6471,17,-0.007910296356867012
1,mismatched,B,15,0.7134,23,-0.03338701890195649
1,mismatched,B,16,0.7547,47,-0.0012406837846898038
1,mismatched,B,17,0.8362,32,-0.0010899646833308907
1,mismatched,B,18,0.9015,13,-0.0027832003688672557
1,mismatched,B,19,0.9338,37,-0.005767774386874186
2,cold,A,0,0.0,25,-2.174951423204038
2,cold,A,1,0.0372,22,-2.4897098301232536
2,cold,A,2,0.0619,39,-2.8985815167856903
2,cold,A,3,0.1559,19,-3.310851059461895
2,cold,A,4,0.2044,21,-0.7927370379800864
2,cold,A,5,0.2282,22,-2.1840789152139966
2,cold,A,6,0.2693,13,-2.3937990135298324
2,cold,A,7,0.2855,61,-2.641191165838925
2,cold,A,8,0.3331,14,-2.6910436039657464
2,cold,A,9,0.3504,22,-1.4196318748661063
2,cold,A,10,0.3819,11,-0.9237631482961164
2,cold,A,11,0.3967,17,-1.7586033393214593
2,cold,A,12,0.4134,25,-2.0565653455257418
2,cold,A,13,0.4335,23,-1.4481212086064499
2,cold,A,14,0.4524,17,-0.8323021258750968
2,cold,A,15,0.4675,51,-2.5827476614686735
2,cold,A,16,0.5131,33,-2.832158797477005
2,cold,A,17,0.5436,31,-2.271046304104534
2,cold,A,18,0.576,18,-2.1270044603798954
2,cold,A,19,0.5947,26,-2.8609445800001803
2,cold,A,20,0.6224,44,-2.7216020246057515
2,cold,A,21,0.6589,36,-1.7678724416505753
2,cold,A,22,0.6825,32,-1.6242584850542698
2,cold,A,23,0.7069,32,-1.2077265037114557
2,cold,A,24,0.7236,29,-2.1266092878429155
2,cold,A,25,0.8118,56,-1.8930039123598752
2,cold,A,26,0.8538,25,-0.5837701846164418
2,cold,A,27,0.8729,59,-2.664060315227736
2,cold,A,28,0.9213,26,-2.080261804450017
2,cold,A,29,0.9468,23,-4.346515542949024
2,cold,B,0,0.0434,18,-0.006537992930841736
2,cold,B,1,0.0855,33,-0.004322579885025114
2,cold,B,2,0.1844,21,-0.018035908459707917
2,cold,B,3,0.2355,18,-0.009246733220708039
2,cold,B,4,0.2837,16,-0.004301587980762633
2,cold,B,5,0.5175,28,-0.004796716596907962
2,cold,B,6,0.58,28,-0.0035144339656523827
2,cold,B,7,0.6285,53,-0.0037615171747330473
2,cold,B,8,0.8881,18,-0.008151717403153371
2,cold,B,9,0.9375,29,-0.011318544146669066
2,warm,A,0,0.0,25,-2.2026715015503577
2,warm,A,1,0.0372,22,-2.4497900825015013
2,warm,A,2,0.0619,39,-2.8329702551142337
2,warm,A,3,0.1559,19,-3.25806325674057
2,warm,A,4,0.2044,21,-0.8005351795575171
2,warm,A,5,0.2282,22,-2.10455131330739
2,warm,A,6,0.2693,13,-2.3454256542026997
2,warm,A,7,0.2855,61,-2.6168450866200863
2,warm,A,8,0.3331,14,-2.7226758032671308
2,warm,A,9,0.3504,22,-1.4186089495196939
2,warm,A,10,0.3819,11,-0.9326362359464507
2,warm,A,11,0.3967,17,-1.7395555520843653
2,warm,A,12,0.4134,25,-2.0550657540559767
2,warm,A,13,0.4335,23,-1.3776843899022029
2,warm,A,14,0.4524,17,-0.7772406309912399
2,warm,A,15,0.4675,51,-2.602767166694142
2,warm,A,16,0.5131,33,-2.7726335226925034
2,warm,A,17,0.5436,31,-2.234697041122408
2,warm,A,18,0.576,18,-2.1061417600657375
2,warm,A,19,0.5947,26,-2.8767021807053914
2,warm,A,20,0.6224,44,-2.699669818880714
2,warm,A,21,0.6589,36,-1.764811398248033
2,warm,A,22,0.6825,32,-1.643469345716312
2,warm,A,23,0.7069,32,-1.193569404187656
2,warm,A,24,0.7236,29,-2.0844148631400334
2,warm,A,25,0.8118,56,-1.8486667441985836
2,warm,A,26,0.8538,25,-0.5623334136049379
2,warm,A,27,0.8729,59,-2.6654148074971924
2,warm,A,28,0.9213,26,-2.0429868752566667
2,warm,A,29,0.9468,23,-4.215896482862856
2,warm,B,0,0.0434,18,-0.005806529406173568
2,warm,B,1,0.0855,33,-0.001940138793239991
2,warm,B,2,0.1844,21,-0.015367838579030442
2,warm,B,3,0.2355,18,-0.005207302301035573
2,warm,B,4,0.2837,16,-0.0033507207322145405
2,warm,B,5,0.5175,28,-0.003441755526848413
2,warm,B,6,0.58,28,-0.0021100249323353637
2,warm,B,7,0.6285,53,-0.0033867849709184944
2,warm,B,8,0.8881,18,-0.005660681190622401
2,warm,B,9,0.9375,29,-0.01050310698438211
2,mismatched,A,0,0.0,25,-2.1914565923903138
2,mismatched,A,1,0.0372,22,-2.483891842410561
2,mismatched,A,2,0.0619,39,-2.8769552243204837
2,mismatched,A,3,0.1559,19,-3.235811611539439
2,mismatched,A,4,0.2044,21,-0.8102952954491013
2,mismatched,A,5,0.2282,22,-2.1217855234757406
2,mismatched,A,6,0.2693,13,-2.4275820278204403
2,mismatched,A,7,0.2855,61,-2.635413096726254
2,mismatched,A,8,0.3331,14,-2.7618900401451225
2,mismatched,A,9,0.3504,22,-1.3991142511579462
2,mismatched,A,10,0.3819,11,-0.9167292897631838
2,mismatched,A,11,0.3967,17,-1.7526277416879619
2,mismatched,A,12,0.4134,25,-2.033624043464661
2,mismatched,A,13,0.4335,23,-1.3553371049144871
2,mismatched,A,14,0.4524,17,-0.8430754933465591
2,mismatched,A,15,0.4675,51,-2.599338016315254
2,mismatched,A,16,0.5131,33,-2.768550171474503
2,mismatched,A,17,0.5436,31,-2.301279093818589
2,mismatched,A,18,0.576,18,-2.118911964663615
2,mismatched,A,19,0.5947,26,-2.8553282604194603
2,mismatched,A,20,0.6224,44,-2.719243923360905
2,mismatched,A,21,0.6589,36,-1.7501867473086652
2,mismatched,A,22,0.6825,32,-1.6785921095815866
2,mismatched,A,23,0.7069,32,-1.1880302898516675
2,mismatched,A,24,0.7236,29,-2.138717294640534
2,mismatched,A,25,0.8118,56,-1.885373251429493
2,mismatched,A,26,0.8538,25,-0.5733515758396243
2,mismatched,A,27,0.8729,59,-2.6744639607051672
2,mismatched,A,28,0.9213,26,-2.047724520930877
2,mismatched,A,29,0.9468,23,-4.308678301132244
2,mismatched,B,0,0.0434,18,-0.008146182084197385
2,mismatched,B,1,0.0855,33,-0.00239930041315154
2,mismatched,B,2,0.1844,21,-0.020701093643548944
2,mismatched,B,3,0.2355,18,-0.0072597952870031195
2,mismatched,B,4,0.2837,16,-0.004808131990785114
2,mismatched,B,5,0.5175,28,-0.003943813844021601
2,mismatched,B,6,0.58,28,-0.0033975341788651087
2,mismatched,B,7,0.6285,53,-0.004300481020934212
2,mismatched,B,8,0.8881,18,-0.006080459645090741
2,mismatched,B,9,0.9375,29,-0.011431664883777306
3,cold,A,0,0.0,18,-0.06694095205764622
3,cold,A,1,0.0202,32,-0.7974200948726775
3,cold,A,2,0.0602,38,-3.4942849711269925
3,cold,A,3,0.1122,30,-3.84279335954537
3,cold,A,4,0.1385,17,-1.5346009419530782
3,cold,A,5,0.1537,13,-2.5798321801882524
3,cold,A,6,0.1711,27,-2.2037799087594503
3,cold,A,7,0.1986,28,-3.312060131425304
3,cold,A,8,0.2289,27,-3.6810096468500517
3,cold,A,9,0.2586,32,-3.239514266111655
3,cold,A,10,0.289,50,-2.0795755555808135
3,cold,A,11,0.325,21,-2.558751854868162
3,cold,A,12,0.3452,23,-2.147094197672508
3,cold,A,13,0.3749,33,-2.88661213546628
3,cold,A,14,0.402,19,-2.8146565240696013
3,cold,A,15,0.4191,21,-3.2597015585661646
3,cold,A,16,0.4477,12,-3.4179179444909096
3,cold,A,17,0.5523,38,-2.322760651108662
3,cold,A,18,0.578,45,-2.4925233491411847
3,cold,A,19,0.6093,14,-1.9129744655718761
3,cold,A,20,0.6271,23,-3.3704438752940167
3,cold,A,21,0.6592,47,-1.6960972472661524
3,cold,A,22,0.6921,21,-2.899488403683617
3,cold,A,23,0.7158,38,-2.2310080166023813
3,cold,A,24,0.7532,65,-2.1987728817209313
3,cold,A,25,0.8048,47,-3.5196721400827804
3,cold,A,26,0.872,26,-1.2932892578940551
3,cold,A,27,0.8924,16,-1.2436222237083712
3,cold,A,28,0.9785,16,-2.7935300705139525
3,cold,B,0,0.0,47,-0.00440638438831616
3,cold,B,1,0.091,19,-0.007231132305414097
3,cold,B,2,0.1322,16,-0.013044770661053917
3,cold,B,3,0.1707,17,-0.013852014257709551
3,cold,B,4,0.2162,36,-0.002347406015865595
3,cold,B,5,0.3738,11,-0.040058723391584034
3,cold,B,6,0.411,14,-0.008286267207170437
3,cold,B,7,0.4469,24,-0.011997786750725936
3,cold,B,8,0.4878,20,-0.0035265937794065395
3,cold,B,9,0.5943,34,-0.002737284540618181
3,cold,B,10,0.6951,22,-0.0068443442191478835
3,cold,B,11,0.7498,24,-0.011233725452863533
3,cold,B,12,0.8075,35,-0.004356861043379468
3,cold,B,13,0.8612,22,-0.01018126306669067
3,cold,B,14,0.9621,15,-0.02768959920698156
3,warm,A,0,0.0,18,-0.07587366787225215
3,warm,A,1,0.0202,32,-0.7557506527855367
3,warm,A,2,0.0602,38,-3.5003514650620913
3,warm,A,3,0.1122,30,-3.797146215910713
3,warm,A,4,0.1385,17,-1.5355131795898642
3,warm,A,5,0.1537,13,-2.519308544122256
3,warm,A,6,0.1711,27,-2.1791729340760932
3,warm,A,7,0.1986,28,-3.4018299147885824
3,warm,A,8,0.2289,27,-3.5616094515555434
3,warm,A,9,0.2586,32,-3.177252665045671
3,warm,A,10,0.289,50,-2.0620962888140637
3,warm,A,11,0.325,21,-2.4755772312304805
3,warm,A,12,0.3452,23,-2.1085055215972597
3,warm,A,13,0.3749,33,-2.7965710603819005
3,warm,A,14,0.402,19,-2.8325972356833518
3,warm,A,15,0.4191,21,-3.058926353142375
3,warm,A,16,0.4477,12,-3.3852566505471864
3,warm,A,17,0.5523,38,-2.2478612912696248
3,warm,A,18,0.578,45,-2.4769740408803855
3,warm,A,19,0.6093,14,-1.8868663948960602
3,warm,A,20,0.6271,23,-3.4711799658834934
3,warm,A,21,0.6592,47,-1.6790727550766686
3,warm,A,22,0.6921,21,-2.8269872276910712
3,warm,A,23,0.7158,38,-2.25337045872584
3,warm,A,24,0.7532,65,-2.177238223221726
3,warm,A,25,0.8048,47,-3.443303852797823
3,warm,A,26,0.872,26,-1.2717348022314792
3,warm,A,27,0.8924,16,-1.2119250220639515
3,warm,A,28,0.9785,16,-2.831014306866564
3,warm,B,0,0.0,47,-0.0031282384293940305
3,warm,B,1,0.091,19,-0.0024615511432018954
3,warm,B,2,0.1322,16,-0.0052730191641785495
3,warm,B,3,0.1707,17,-0.012141987755432423
3,warm,B,4,0.2162,36,-0.0013021819082092002
3,warm,B,5,0.3738,11,-0.0376091590349626
3,warm,B,6,0.411,14,-0.009132151196744027
3,warm,B,7,0.4469,24,-0.008922662154873251
3,warm,B,8,0.4878,20,-0.0019202371229766868
3,warm,B,9,0.5943,34,-0.001392318108735387
3,warm,B,10,0.6951,22,-0.004978630493331531
3,warm,B,11,0.7498,24,-0.0066519974849749515
3,warm,B,12,0.8075,35,-0.003437870036097073
3,warm,B,13,0.8612,22,-0.0068550819054177155
3,warm,B,14,0.9621,15,-0.01665669116579617
3,mismatched,A,0,0.0,18,-0.05709071432566917
3,mismatched,A,1,0.0202,32,-0.7949110900597134
3,mismatched,A,2,0.0602,38,-3.497078686339879
3,mismatched,A,3,0.1122,30,-3.855116625006
3,mismatched,A,4,0.1385,17,-1.5878830919203157
3,mismatched,A,5,0.1537,13,-2.598072131092732
3,mismatched,A,6,0.1711,27,-2.2303831199253046
3,mismatched,A,7,0.1986,28,-3.3520261520253762
3,mismatched,A,8,0.2289,27,-3.647041255539214
3,mismatched,A,9,0.2586,32,-3.1914424707356375
3,mismatched,A,10,0.289,50,-2.0628239328558267
3,mismatched,A,11,0.325,21,-2.5222359542690573
3,mismatched,A,12,0.3452,23,-2.153876085219014
3,mismatched,A,13,0.3749,33,-2.834709532711493
3,mismatched,A,14,0.402,19,-2.796387837577066
3,mismatched,A,15,0.4191,21,-3.2548941085115075
3,mismatched,A,16,0.4477,12,-3.4126868744691214
3,mismatched,A,17,0.5523,38,-2.255999877964649
3,mismatched,A,18,0.578,45,-2.523858780400931
3,mismatched,A,19,0.6093,14,-1.880982676787036
3,mismatched,A,20,0.6271,23,-3.3879312173179956
3,mismatched,A,21,0.6592,47,-1.6741064071065146
3,mismatched,A,22,0.6921,21,-2.8317583371840773
3,mismatched,A,23,0.7158,38,-2.231366086959545
3,mismatched,A,24,0.7532,65,-2.1900603575667796
3,mismatched,A,25,0.8048,47,-3.4877414755681726
3,mismatched,A,26,0.872,26,-1.273778667494368
