seed,condition,facts,item,depth,ntok,logprob_per_token
6,warm,A,5,0.3026,17,-2.29248342615114
6,warm,A,6,0.3464,26,-2.358301108631377
6,warm,A,7,0.3987,25,-2.325895572565496
6,warm,A,8,0.4586,17,-1.6584695332190569
6,warm,A,9,0.5069,18,-2.062742433478383
6,warm,A,10,0.5526,16,-3.2548331271173083
6,warm,A,11,0.7535,21,-2.3493826560055218
6,warm,A,12,0.8308,28,-1.9929009025467426
6,warm,A,13,0.9281,40,-1.3823215017171606
6,warm,B,0,0.0,18,-0.007387772281718854
6,warm,B,1,0.0202,15,-0.02670792830370677
6,warm,B,2,0.0841,33,-0.005167309794711456
6,warm,B,3,0.1281,49,-0.020055125134864023
6,warm,B,4,0.1899,21,-0.021232186652750465
6,warm,B,5,0.209,57,-0.00265132602168163
6,warm,B,6,0.2559,23,-0.009940810187760255
6,warm,B,7,0.2838,27,-0.004993102925018994
6,warm,B,8,0.3178,14,-0.001622898174641055
6,warm,B,9,0.3408,14,-0.007430912149305057
6,warm,B,10,0.3593,31,-0.002990934539763745
6,warm,B,11,0.4004,13,-0.012056266642712917
6,warm,B,12,0.4227,87,-0.005094514604411677
6,warm,B,13,0.5208,143,-0.0007175782187234061
6,warm,B,14,0.6812,58,-0.0019894621419584368
6,warm,B,15,0.7403,63,-0.003855446633339838
6,warm,B,16,0.7973,81,-0.0013489338568130431
6,warm,B,17,0.8731,65,-0.001583113038605706
6,warm,B,18,0.9402,51,-0.007447647183332318
6,mismatched,A,0,0.0515,23,-2.622691071551779
6,mismatched,A,1,0.0967,21,-2.789632148020679
6,mismatched,A,2,0.1482,12,-2.256431194167817
6,mismatched,A,3,0.1856,12,-2.0800893337776265
6,mismatched,A,4,0.2221,21,-2.189947693264999
6,mismatched,A,5,0.3026,17,-2.359037192812299
6,mismatched,A,6,0.3464,26,-2.338408916257322
6,mismatched,A,7,0.3987,25,-2.4071044713258742
6,mismatched,A,8,0.4586,17,-1.6672674189595615
6,mismatched,A,9,0.5069,18,-2.1464866051230476
6,mismatched,A,10,0.5526,16,-3.2627414577327727
6,mismatched,A,11,0.7535,21,-2.3717592643086043
6,mismatched,A,12,0.8308,28,-2.046958315477241
6,mismatched,A,13,0.9281,40,-1.4659720397143245
6,mismatched,B,0,0.0,18,-0.007648134486872651
6,mismatched,B,1,0.0202,15,-0.03463233229801214
6,mismatched,B,2,0.0841,33,-0.0049205746230048435
6,mismatched,B,3,0.1281,49,-0.020945909732717507
6,mismatched,B,4,0.1899,21,-0.01213783709439061
6,mismatched,B,5,0.209,57,-0.003329315631789174
6,mismatched,B,6,0.2559,23,-0.007549841715524014
6,mismatched,B,7,0.2838,27,-0.011779177645520476
6,mismatched,B,8,0.3178,14,-0.0016690226553432044
6,mismatched,B,9,0.3408,14,-0.00643485298496671
6,mismatched,B,10,0.3593,31,-0.003013546301116871
6,mismatched,B,11,0.4004,13,-0.01663743626984517
6,mismatched,B,12,0.4227,87,-0.005262474218397983
6,mismatched,B,13,0.5208,143,-0.0008947981636834061
6,mismatched,B,14,0.6812,58,-0.0020155961973896725
6,mismatched,B,15,0.7403,63,-0.004289143469631675
6,mismatched,B,16,0.7973,81,-0.0010899758743579259
6,mismatched,B,17,0.8731,65,-0.0016512274066022095
6,mismatched,B,18,0.9402,51,-0.006751698306270912
7,cold,A,0,0.0,83,-2.6835718326533917
7,cold,A,1,0.1872,29,-3.584441794724814
7,cold,A,2,0.2655,44,-3.2283934593433514
7,cold,A,3,0.3708,37,-1.2197397799638958
7,cold,A,4,0.437,42,-1.287253590972839
7,cold,A,5,0.4947,21,-1.5296152290289424
7,cold,A,6,0.5544,17,-3.2354526993174875
7,cold,A,7,0.6391,55,-0.8337750071741539
7,cold,A,8,0.7306,40,-1.4321337893345116
7,cold,A,9,0.8495,11,-1.9003079323606058
7,cold,A,10,0.9317,16,-1.9921108521448332
7,cold,B,0,0.0,18,-0.0017167017960875658
7,cold,B,1,0.0742,13,-0.017543853466542296
7,cold,B,2,0.1507,31,-0.0062855247353303225
7,cold,B,3,0.2178,29,-0.004629573291540196
7,cold,B,4,0.3501,18,-0.014014426268760063
7,cold,B,5,0.3872,24,-0.006119093205294727
7,cold,B,6,0.4764,20,-0.0025779412237170616
7,cold,B,7,0.5124,61,-0.0024695472965146617
7,cold,B,8,0.6312,45,-0.010093356428761682
7,cold,B,9,0.7196,64,-0.0035845322812235736
7,cold,B,10,0.8132,20,-0.004123636665281083
7,cold,B,11,0.8513,17,-0.01830774951924789
7,cold,B,12,0.8996,55,-0.007402461857931154
7,warm,A,0,0.0,83,-2.623837683316887
7,warm,A,1,0.1872,29,-3.5521057283762714
7,warm,A,2,0.2655,44,-3.1731809577057986
7,warm,A,3,0.3708,37,-1.1875412847846354
7,warm,A,4,0.437,42,-1.2260490026798965
7,warm,A,5,0.4947,21,-1.5477017426774615
7,warm,A,6,0.5544,17,-3.212541672257323
7,warm,A,7,0.6391,55,-0.819535175581173
7,warm,A,8,0.7306,40,-1.4406274733469218
7,warm,A,9,0.8495,11,-1.785774285143072
7,warm,A,10,0.9317,16,-1.9711044052937723
7,warm,B,0,0.0,18,-0.0013368070833368823
7,warm,B,1,0.0742,13,-0.007578546040279504
7,warm,B,2,0.1507,31,-0.005456117074330787
7,warm,B,3,0.2178,29,-0.004977978647761559
7,warm,B,4,0.3501,18,-0.011131822440297078
7,warm,B,5,0.3872,24,-0.003776775093986847
7,warm,B,6,0.4764,20,-0.001273698425211478
7,warm,B,7,0.5124,61,-0.0011627169844180825
7,warm,B,8,0.6312,45,-0.002193730897165046
7,warm,B,9,0.7196,64,-0.0024523430243164057
7,warm,B,10,0.8132,20,-0.003184379703634477
7,warm,B,11,0.8513,17,-0.015223622144463555
7,warm,B,12,0.8996,55,-0.007296298462940534
7,mismatched,A,0,0.0,83,-2.6797288262154852
7,mismatched,A,1,0.1872,29,-3.5708353926010172
7,mismatched,A,2,0.2655,44,-3.231349851586856
7,mismatched,A,3,0.3708,37,-1.2042088110052596
7,mismatched,A,4,0.437,42,-1.2402854260400913
7,mismatched,A,5,0.4947,21,-1.545587993634399
7,mismatched,A,6,0.5544,17,-3.205840501427541
7,mismatched,A,7,0.6391,55,-0.836529459251919
7,mismatched,A,8,0.7306,40,-1.4311717614415103
7,mismatched,A,9,0.8495,11,-1.7885712324218317
7,mismatched,A,10,0.9317,16,-1.953759497363535
7,mismatched,B,0,0.0,18,-0.0016482233821888156
7,mismatched,B,1,0.0742,13,-0.010911209096845526
7,mismatched,B,2,0.1507,31,-0.005226326310218698
7,mismatched,B,3,0.2178,29,-0.007964561560458668
7,mismatched,B,4,0.3501,18,-0.014551754329659161
7,mismatched,B,5,0.3872,24,-0.006197868046835235
7,mismatched,B,6,0.4764,20,-0.0016392343866755254
7,mismatched,B,7,0.5124,61,-0.0017657215447179325
7,mismatched,B,8,0.6312,45,-0.011635936460798904
7,mismatched,B,9,0.7196,64,-0.002687624986627668
7,mismatched,B,10,0.8132,20,-0.004645304350742663
7,mismatched,B,11,0.8513,17,-0.018232257385748466
7,mismatched,B,12,0.8996,55,-0.007841742252937614
