seed,condition,facts,item,depth,ntok,logprob_per_token
0,mismatched,A,13,0.8899,36,-1.5511902939676172
0,mismatched,A,14,0.9603,14,-3.232758436884199
0,mismatched,B,0,0.0,35,-0.012923021113861718
0,mismatched,B,1,0.1244,19,-0.008466716769027315
0,mismatched,B,2,0.171,35,-0.0009216635831892615
0,mismatched,B,3,0.2678,14,-0.007518742053045051
0,mismatched,B,4,0.3655,27,-0.0034723944780934188
0,mismatched,B,5,0.4504,33,-0.00529909871944035
0,mismatched,B,6,0.5496,24,-0.005018658008073847
0,mismatched,B,7,0.6103,32,-0.0011744940771905021
0,mismatched,B,8,0.6596,14,-0.004632641534304379
0,mismatched,B,9,0.7138,19,-0.007905634257966946
0,mismatched,B,10,0.7718,17,-0.018911211422699338
0,mismatched,B,11,0.814,38,-0.0029461152015708074
0,mismatched,B,12,0.8796,75,-0.004209287538966843
1,cold,A,0,0.0,17,-3.757131825262845
1,cold,A,1,0.0478,22,-3.0590416352391583
1,cold,A,2,0.1399,38,-0.6721364537738497
1,cold,A,3,0.2167,18,-2.1989450361838356
1,cold,A,4,0.268,16,-2.2995926565490663
1,cold,A,5,0.3189,12,-2.3067408464848995
1,cold,A,6,0.3559,25,-2.7029702162742613
1,cold,A,7,0.4047,23,-1.6423188077093547
1,cold,A,8,0.4843,24,-1.365385063979981
1,cold,A,9,0.5652,27,-1.8034106023993377
1,cold,A,10,0.6619,30,-2.460465385324399
1,cold,A,11,0.7687,23,-3.072858896754358
1,cold,A,12,0.8371,27,-2.823021500643841
1,cold,A,13,0.9068,37,-2.7683979765080604
1,cold,B,0,0.0,20,-0.001765770771089592
1,cold,B,1,0.0616,21,-0.005831427697557956
1,cold,B,2,0.1499,14,-0.007089719700161368
1,cold,B,3,0.1845,23,-0.01300065306049478
1,cold,B,4,0.2259,16,-0.009296192326019082
1,cold,B,5,0.2843,17,-0.014072079965605071
1,cold,B,6,0.327,38,-0.0007784983719566777
1,cold,B,7,0.4002,38,-0.002945852089301058
1,cold,B,8,0.5748,14,-0.010003030300660092
1,cold,B,9,0.6598,25,-0.0021942647980176845
1,cold,B,10,0.7417,29,-0.0010472682865681768
1,cold,B,11,0.8684,57,-0.0316724290845773
1,warm,A,0,0.0,17,-3.5641465748331562
1,warm,A,1,0.0478,22,-3.0998647596570663
1,warm,A,2,0.1399,38,-0.6132438329976523
1,warm,A,3,0.2167,18,-2.169394138204451
1,warm,A,4,0.268,16,-2.2307129945838824
1,warm,A,5,0.3189,12,-2.163098465030392
1,warm,A,6,0.3559,25,-2.6441070795059205
1,warm,A,7,0.4047,23,-1.6344949407857317
1,warm,A,8,0.4843,24,-1.393897612732265
1,warm,A,9,0.5652,27,-1.7418243956226096
1,warm,A,10,0.6619,30,-2.4840556307230144
1,warm,A,11,0.7687,23,-2.7973456168952198
1,warm,A,12,0.8371,27,-2.588970232689462
1,warm,A,13,0.9068,37,-2.7676615193258596
1,warm,B,0,0.0,20,-0.002418742747613578
1,warm,B,1,0.0616,21,-0.004667781448612611
1,warm,B,2,0.1499,14,-0.0027729676096766654
1,warm,B,3,0.1845,23,-0.022728498561343218
1,warm,B,4,0.2259,16,-0.005800666587674641
1,warm,B,5,0.2843,17,-0.014064043024143972
1,warm,B,6,0.327,38,-0.004461871899174615
1,warm,B,7,0.4002,38,-0.0024482172140874595
1,warm,B,8,0.5748,14,-0.010548873772027687
1,warm,B,9,0.6598,25,-0.0005938934693404008
1,warm,B,10,0.7417,29,-0.0017970694527070135
1,warm,B,11,0.8684,57,-0.04130456316588287
1,mismatched,A,0,0.0,17,-3.7751495084341835
1,mismatched,A,1,0.0478,22,-3.0854016247268934
1,mismatched,A,2,0.1399,38,-0.6577778863203619
1,mismatched,A,3,0.2167,18,-2.280411145132449
1,mismatched,A,4,0.268,16,-2.343270555313211
1,mismatched,A,5,0.3189,12,-2.6247350548704467
1,mismatched,A,6,0.3559,25,-2.6856456074118613
1,mismatched,A,7,0.4047,23,-2.068886505682831
1,mismatched,A,8,0.4843,24,-1.3239528455639327
1,mismatched,A,9,0.5652,27,-1.839483084241187
1,mismatched,A,10,0.6619,30,-2.7108996250666677
1,mismatched,A,11,0.7687,23,-3.2668617289999258
1,mismatched,A,12,0.8371,27,-2.670672126858672
1,mismatched,A,13,0.9068,37,-3.1653326339710968
1,mismatched,B,0,0.0,20,-0.0034327544599364046
1,mismatched,B,1,0.0616,21,-0.006167137969723193
1,mismatched,B,2,0.1499,14,-0.00356808535642423
1,mismatched,B,3,0.1845,23,-0.02982326181897762
1,mismatched,B,4,0.2259,16,-0.00905470866473479
1,mismatched,B,5,0.2843,17,-0.020065909316626322
1,mismatched,B,6,0.327,38,-0.008279808461099348
1,mismatched,B,7,0.4002,38,-0.003453734245053247
1,mismatched,B,8,0.5748,14,-0.01352887523976928
1,mismatched,B,9,0.6598,25,-0.0011609489472175483
1,mismatched,B,10,0.7417,29,-0.005154680196248027
1,mismatched,B,11,0.8684,57,-0.06687549331610698
2,cold,A,0,0.0,25,-2.2229759567743166
2,cold,A,1,0.0859,22,-2.4026054427959025
2,cold,A,2,0.1428,39,-2.924844466937849
2,cold,A,3,0.3597,19,-3.2754190109278025
2,cold,A,4,0.4715,21,-0.8486464855051876
2,cold,A,5,0.5265,22,-2.1328688430658076
2,cold,A,6,0.6213,13,-2.3844796485052657
2,cold,A,7,0.6588,61,-2.6120409225690997
2,cold,A,8,0.7687,14,-2.7456590600943724
2,cold,A,9,0.8085,22,-1.3657497724264183
2,cold,A,10,0.8812,11,-0.849122850986367
2,cold,A,11,0.9154,17,-2.5983174249229384
2,cold,A,12,0.9539,25,-2.052876949235797
2,cold,B,0,0.0,35,-0.0005698789125550061
2,cold,B,1,0.0669,31,-0.008687639064015868
2,cold,B,2,0.1152,33,-0.004116321210665664
2,cold,B,3,0.1755,27,-0.002110259774208653
2,cold,B,4,0.2571,12,-0.006947298626376626
2,cold,B,5,0.3756,21,-0.0055300747429837
2,cold,B,6,0.4252,43,-0.005055159595559776
2,cold,B,7,0.5112,14,-0.006453707448339888
2,cold,B,8,0.5475,24,-0.009629115029990013
2,cold,B,9,0.5887,35,-0.005200595775594203
2,cold,B,10,0.6513,16,-0.00449168338900563
2,cold,B,11,0.6873,27,-0.006270900225866138
2,cold,B,12,0.7779,16,-0.004597648354319972
2,cold,B,13,0.8825,29,-0.00440984930826054
2,warm,A,0,0.0,25,-2.172380179008469
2,warm,A,1,0.0859,22,-2.4151696622773837
2,warm,A,2,0.1428,39,-2.8733750669142375
2,warm,A,3,0.3597,19,-3.3001645081921627
2,warm,A,4,0.4715,21,-0.821167184192399
2,warm,A,5,0.5265,22,-2.0855036809913474
2,warm,A,6,0.6213,13,-2.350062670616003
2,warm,A,7,0.6588,61,-2.6308330752883013
2,warm,A,8,0.7687,14,-2.7288143486117145
2,warm,A,9,0.8085,22,-1.318006629187783
2,warm,A,10,0.8812,11,-0.8595203343270854
2,warm,A,11,0.9154,17,-2.5633317675361895
2,warm,A,12,0.9539,25,-2.0051688984036447
2,warm,B,0,0.0,35,-0.0010742734615892654
2,warm,B,1,0.0669,31,-0.007251016807840055
2,warm,B,2,0.1152,33,-0.001312832649394598
2,warm,B,3,0.1755,27,-0.0021693599764047475
2,warm,B,4,0.2571,12,-0.008123179228277877
2,warm,B,5,0.3756,21,-0.004848391026046427
2,warm,B,6,0.4252,43,-0.004111716820938624
2,warm,B,7,0.5112,14,-0.005544064599754555
2,warm,B,8,0.5475,24,-0.005784041286460706
2,warm,B,9,0.5887,35,-0.0031625360948964953
2,warm,B,10,0.6513,16,-0.0026251337922076345
2,warm,B,11,0.6873,27,-0.005130531973446961
2,warm,B,12,0.7779,16,-0.002393030970779364
2,warm,B,13,0.8825,29,-0.0036777463297014415
2,mismatched,A,0,0.0,25,-2.215777505740989
2,mismatched,A,1,0.0859,22,-2.442007587979209
2,mismatched,A,2,0.1428,39,-2.887848592411058
2,mismatched,A,3,0.3597,19,-3.3297564183410846
2,mismatched,A,4,0.4715,21,-0.8496863973296491
2,mismatched,A,5,0.5265,22,-2.129325973425611
2,mismatched,A,6,0.6213,13,-2.406842623908932
2,mismatched,A,7,0.6588,61,-2.64276710753978
2,mismatched,A,8,0.7687,14,-2.7882639296419387
2,mismatched,A,9,0.8085,22,-1.377625567499887
2,mismatched,A,10,0.8812,11,-0.8769174528477545
2,mismatched,A,11,0.9154,17,-2.595295551845244
2,mismatched,A,12,0.9539,25,-2.0405425947904585
2,mismatched,B,0,0.0,35,-0.0005762841464404898
2,mismatched,B,1,0.0669,31,-0.009101301266421233
2,mismatched,B,2,0.1152,33,-0.004457627798260408
2,mismatched,B,3,0.1755,27,-0.0014767270697322804
2,mismatched,B,4,0.2571,12,-0.007512712169652029
2,mismatched,B,5,0.3756,21,-0.006371101139501704
2,mismatched,B,6,0.4252,43,-0.004436375433997878
2,mismatched,B,7,0.5112,14,-0.004630886901785354
2,mismatched,B,8,0.5475,24,-0.0087370219832034
2,mismatched,B,9,0.5887,35,-0.004160916165398833
2,mismatched,B,10,0.6513,16,-0.004290562856965607
2,mismatched,B,11,0.6873,27,-0.004855889039592714
2,mismatched,B,12,0.7779,16,-0.0026696488484958536
2,mismatched,B,13,0.8825,29,-0.0029895681323852904
3,cold,A,0,0.0,18,-0.023861260890650254
3,cold,A,1,0.0503,32,-0.4466916861505297
3,cold,A,2,0.1499,38,-3.580157426896652
3,cold,A,3,0.2791,30,-3.9520782101899385
3,cold,A,4,0.3448,17,-1.3945683806960005
3,cold,A,5,0.3824,13,-2.5570367127656937
3,cold,A,6,0.4257,27,-2.232131637671652
3,cold,A,7,0.4943,28,-3.219999894183794
3,cold,A,8,0.5696,27,-3.14854887507304
3,cold,A,9,0.6436,32,-3.180275389458984
3,cold,A,10,0.7192,50,-2.0620846568088744
3,cold,A,11,0.8088,21,-2.414240398399887
3,cold,A,12,0.8591,23,-2.2234753215604504
3,cold,A,13,0.933,33,-2.9937227753949682
3,cold,B,0,0.0117,37,-0.013714450069135244
3,cold,B,1,0.0686,24,-0.017322627750521253
3,cold,B,2,0.1224,20,-0.0019255827810411574
3,cold,B,3,0.1602,15,-0.022031152908554456
3,cold,B,4,0.2046,19,-0.0020766800260293835
3,cold,B,5,0.2502,14,-0.025645336211060306
3,cold,B,6,0.4034,20,-0.005802092308294959
3,cold,B,7,0.4535,31,-0.012968807956278925
3,cold,B,8,0.5432,19,-0.004071078722757336
3,cold,B,9,0.6148,27,-0.0038252379632063415
3,cold,B,10,0.6737,29,-0.006587275547770269
3,cold,B,11,0.7352,30,-0.0029792195366705227
3,cold,B,12,0.8096,28,-0.0028203072411737856
3,cold,B,13,0.9045,46,-0.0057110911745499125
3,warm,A,0,0.0,18,-0.030710833990370803
3,warm,A,1,0.0503,32,-0.47105758010275167
3,warm,A,2,0.1499,38,-3.5719020058842084
3,warm,A,3,0.2791,30,-3.875544215242068
3,warm,A,4,0.3448,17,-1.4239594092535246
3,warm,A,5,0.3824,13,-2.4084517176334677
3,warm,A,6,0.4257,27,-2.212934455032357
3,warm,A,7,0.4943,28,-3.2109151850121895
3,warm,A,8,0.5696,27,-3.103633771891947
3,warm,A,9,0.6436,32,-3.2039466103888117
3,warm,A,10,0.7192,50,-2.052429477284022
3,warm,A,11,0.8088,21,-2.396362125518776
3,warm,A,12,0.8591,23,-2.2312072241354897
3,warm,A,13,0.933,33,-2.9584673511091033
3,warm,B,0,0.0117,37,-0.016577940892086585
3,warm,B,1,0.0686,24,-0.019729786895368306
3,warm,B,2,0.1224,20,-0.0013246361844721833
3,warm,B,3,0.1602,15,-0.02001478410481165
3,warm,B,4,0.2046,19,-0.0028381295391897623
3,warm,B,5,0.2502,14,-0.02883460234651076
3,warm,B,6,0.4034,20,-0.005859550037712324
3,warm,B,7,0.4535,31,-0.011223597121575186
3,warm,B,8,0.5432,19,-0.004448552827326287
3,warm,B,9,0.6148,27,-0.003671710483171477
3,warm,B,10,0.6737,29,-0.006234717130578717
3,warm,B,11,0.7352,30,-0.0029781168197284083
3,warm,B,12,0.8096,28,-0.0028715111368780655
3,warm,B,13,0.9045,46,-0.004449971312792316
3,mismatched,A,0,0.0,18,-0.027545548020700354
3,mismatched,A,1,0.0503,32,-0.4741557321831351
3,mismatched,A,2,0.1499,38,-3.523935001306726
3,mismatched,A,3,0.2791,30,-3.8965059965848923
3,mismatched,A,4,0.3448,17,-1.4669613659292844
3,mismatched,A,5,0.3824,13,-2.42571777678453
3,mismatched,A,6,0.4257,27,-2.1940986506804756
3,mismatched,A,7,0.4943,28,-3.1900339844204217
3,mismatched,A,8,0.5696,27,-3.098694712475494
3,mismatched,A,9,0.6436,32,-3.192774667739286
3,mismatched,A,10,0.7192,50,-2.054544568299607
3,mismatched,A,11,0.8088,21,-2.405665765915598
3,mismatched,A,12,0.8591,23,-2.2257406110267923
3,mismatched,A,13,0.933,33,-2.976030936240656
3,mismatched,B,0,0.0117,37,-0.013841381518284686
3,mismatched,B,1,0.0686,24,-0.018585236236807152
3,mismatched,B,2,0.1224,20,-0.001501334891145234
3,mismatched,B,3,0.1602,15,-0.02052842948663359
3,mismatched,B,4,0.2046,19,-0.002511251609049443
3,mismatched,B,5,0.2502,14,-0.027761047111458277
3,mismatched,B,6,0.4034,20,-0.006284279664396308
3,mismatched,B,7,0.4535,31,-0.010410585836882914
3,mismatched,B,8,0.5432,19,-0.003537729940848964
3,mismatched,B,9,0.6148,27,-0.004839181773234115
3,mismatched,B,10,0.6737,29,-0.0061051538856378915
3,mismatched,B,11,0.7352,30,-0.00299250912618542
3,mismatched,B,12,0.8096,28,-0.002815200725048531
3,mismatched,B,13,0.9045,46,-0.0044534591523549116
4,cold,A,0,0.0,16,-2.0931823283899575
4,cold,A,1,0.0451,13,-3.022889262208572
4,cold,A,2,0.0825,30,-0.8185123954547938
4,cold,A,3,0.166,14,-4.361616599286208
4,cold,A,4,0.2599,30,-2.5549415322565134
4,cold,A,5,0.4152,17,-2.5578551967525582
4,cold,A,6,0.5041,24,-2.6907049422734417
4,cold,A,7,0.5617,23,-1.6041989221500799
4,cold,A,8,0.6054,16,-3.1943064774386585
4,cold,A,9,0.6527,53,-2.9878871928689614
4,cold,A,10,0.76,26,-2.190031505798778
4,cold,A,11,0.8297,20,-0.8344586988023366
4,cold,A,12,0.8745,13,-1.3024599861640196
4,cold,A,13,0.9549,20,-1.403492307532997
4,cold,B,0,0.0,20,-0.0033904414525750327
4,cold,B,1,0.0455,26,-0.015323680386455426
4,cold,B,2,0.1044,25,-0.013974309704644838
4,cold,B,3,0.1629,27,-0.03124024803481815
4,cold,B,4,0.2184,25,-0.00422025058651343
4,cold,B,5,0.2736,35,-0.008241258612438936
4,cold,B,6,0.3565,49,-0.024518805058654166
4,cold,B,7,0.4391,62,-0.0012079841100248842
4,cold,B,8,0.5387,15,-0.004820709677005652
4,cold,B,9,0.6024,29,-0.006254302765541822
4,cold,B,10,0.6664,20,-0.0014680037289508618
4,cold,B,11,0.7205,38,-0.0081880965984917
4,cold,B,12,0.7949,21,-0.07376118258980568
4,cold,B,13,0.8778,23,-0.006382715768109926
4,cold,B,14,0.933,27,-0.012238831299732232
4,warm,A,0,0.0,16,-2.0311923848930746
4,warm,A,1,0.0451,13,-2.9718663417376003
4,warm,A,2,0.0825,30,-0.779184725676896
4,warm,A,3,0.166,14,-4.2190243008579795
4,warm,A,4,0.2599,30,-2.4965312795782664
4,warm,A,5,0.4152,17,-2.403768815322752
4,warm,A,6,0.5041,24,-2.8241103702942687
4,warm,A,7,0.5617,23,-1.6631856155252773
4,warm,A,8,0.6054,16,-2.9831556947901845
4,warm,A,9,0.6527,53,-2.948316515054343
4,warm,A,10,0.76,26,-2.141952463962997
4,warm,A,11,0.8297,20,-0.8234267252507379
4,warm,A,12,0.8745,13,-1.2678309363814502
4,warm,A,13,0.9549,20,-1.3714309810467058
4,warm,B,0,0.0,20,-0.004242177647392964
4,warm,B,1,0.0455,26,-0.012264424902521288
4,warm,B,2,0.1044,25,-0.0072977442355477255
4,warm,B,3,0.1629,27,-0.018668531759666856
4,warm,B,4,0.2184,25,-0.0025634535400604363
4,warm,B,5,0.2736,35,-0.007304245858644468
4,warm,B,6,0.3565,49,-0.03101040938481581
4,warm,B,7,0.4391,62,-0.001322207030117654
4,warm,B,8,0.5387,15,-0.00565988793290065
4,warm,B,9,0.6024,29,-0.0058564212934564645
4,warm,B,10,0.6664,20,-0.0017131641739979385
4,warm,B,11,0.7205,38,-0.005209279364336046
4,warm,B,12,0.7949,21,-0.07720475950866655
4,warm,B,13,0.8778,23,-0.006432379649397816
4,warm,B,14,0.933,27,-0.0070295542576517345
4,mismatched,A,0,0.0,16,-2.057217535621021
4,mismatched,A,1,0.0451,13,-2.9761424397046747
4,mismatched,A,2,0.0825,30,-0.7614412506392303
4,mismatched,A,3,0.166,14,-4.31830958246636
4,mismatched,A,4,0.2599,30,-2.4739692264121307
4,mismatched,A,5,0.4152,17,-2.3712552002518135
4,mismatched,A,6,0.5041,24,-2.848574973681631
4,mismatched,A,7,0.5617,23,-1.706027510206458
4,mismatched,A,8,0.6054,16,-3.0169194461777806
4,mismatched,A,9,0.6527,53,-2.984513420049312
4,mismatched,A,10,0.76,26,-2.1400774453336804
4,mismatched,A,11,0.8297,20,-0.8420418424145282
4,mismatched,A,12,0.8745,13,-1.2722053206883943
4,mismatched,A,13,0.9549,20,-1.4077804746614675
4,mismatched,B,0,0.0,20,-0.004633384748740354
4,mismatched,B,1,0.0455,26,-0.010994885759338593
4,mismatched,B,2,0.1044,25,-0.010150190388376359
4,mismatched,B,3,0.1629,27,-0.03190107563124103
4,mismatched,B,4,0.2184,25,-0.0026818173789069986
4,mismatched,B,5,0.2736,35,-0.010000757282770271
4,mismatched,B,6,0.3565,49,-0.042605863549267396
4,mismatched,B,7,0.4391,62,-0.0017640756504530117
4,mismatched,B,8,0.5387,15,-0.007484145010676002
4,mismatched,B,9,0.6024,29,-0.0060600554882920075
4,mismatched,B,10,0.6664,20,-0.0021246299555059524
4,mismatched,B,11,0.7205,38,-0.006627308435566336
4,mismatched,B,12,0.7949,21,-0.09630384601483197
4,mismatched,B,13,0.8778,23,-0.010173499170417452
4,mismatched,B,14,0.933,27,-0.006266967524425127
5,cold,A,0,0.0,67,-1.6908470008992356
5,cold,A,1,0.1026,19,-2.153822804556081
5,cold,A,2,0.1809,14,-1.6149875048015798
5,cold,A,3,0.2611,21,-1.7448365890664892
5,cold,A,4,0.3525,35,-2.4868204338110185
5,cold,A,5,0.4429,32,-1.7046557466951526
5,cold,A,6,0.504,23,-2.020018020657438
5,cold,A,7,0.5637,15,-3.293118890126546
5,cold,A,8,0.7802,24,-2.2029692176574827
5,cold,A,9,0.8363,11,-1.9543922001665288
5,cold,A,10,0.8871,52,-2.9217678814111423
5,cold,B,0,0.0,29,-0.0016537815774803487
5,cold,B,1,0.058,35,-0.0007211718803383909
5,cold,B,2,0.1451,21,-0.004593472261192454
5,cold,B,3,0.1987,40,-0.043522978525288636
5,cold,B,4,0.2949,38,-0.004625217520840938
5,cold,B,5,0.4396,36,-0.0057966041006807245
5,cold,B,6,0.5167,33,-0.0029604419895886995
5,cold,B,7,0.5762,17,-0.0084139249920554
5,cold,B,8,0.6148,18,-0.0029999577349776197
5,cold,B,9,0.6893,26,-0.0033664261344221393
5,cold,B,10,0.7775,21,-0.002438333320675329
5,cold,B,11,0.8311,19,-0.005093820599875854
5,cold,B,12,0.9078,16,-0.01031815381065826
5,cold,B,13,0.9479,22,-0.0679185298884642
5,warm,A,0,0.0,67,-1.6543246000188776
5,warm,A,1,0.1026,19,-2.1622474399934473
5,warm,A,2,0.1809,14,-1.5879577068345887
5,warm,A,3,0.2611,21,-1.7875543076301081
5,warm,A,4,0.3525,35,-2.4641891806852074
5,warm,A,5,0.4429,32,-1.6960695751808998
5,warm,A,6,0.504,23,-2.0438922719129
5,warm,A,7,0.5637,15,-3.28961710135142
5,warm,A,8,0.7802,24,-2.2012464839967834
5,warm,A,9,0.8363,11,-1.9126871519468047
5,warm,A,10,0.8871,52,-2.907234352644921
5,warm,B,0,0.0,29,-0.002048179959807573
5,warm,B,1,0.058,35,-0.0005422735698500349
5,warm,B,2,0.1451,21,-0.00393911046662002
5,warm,B,3,0.1987,40,-0.015725944000587334
5,warm,B,4,0.2949,38,-0.004717401955100573
5,warm,B,5,0.4396,36,-0.00601042333172725
5,warm,B,6,0.5167,33,-0.0018143066705085926
5,warm,B,7,0.5762,17,-0.008543074817198966
5,warm,B,8,0.6148,18,-0.0022672652784321043
5,warm,B,9,0.6893,26,-0.001701633170131782
5,warm,B,10,0.7775,21,-0.001571428845853093
5,warm,B,11,0.8311,19,-0.0034495871873093022
5,warm,B,12,0.9078,16,-0.01435978217250522
5,warm,B,13,0.9479,22,-0.058843136444259224
5,mismatched,A,0,0.0,67,-1.669427109746446
5,mismatched,A,1,0.1026,19,-2.1734927485844024
5,mismatched,A,2,0.1809,14,-1.608121605856078
5,mismatched,A,3,0.2611,21,-1.7769498198537068
5,mismatched,A,4,0.3525,35,-2.4571743468687473
5,mismatched,A,5,0.4429,32,-1.7263627526849632
5,mismatched,A,6,0.504,23,-2.0252400528178955
5,mismatched,A,7,0.5637,15,-3.2388314763704935
5,mismatched,A,8,0.7802,24,-2.223522556893234
5,mismatched,A,9,0.8363,11,-1.9160965653983029
5,mismatched,A,10,0.8871,52,-2.9060249921770334
5,mismatched,B,0,0.0,29,-0.0020103411631586417
5,mismatched,B,1,0.058,35,-0.0005332614957816467
5,mismatched,B,2,0.1451,21,-0.003795009530135541
5,mismatched,B,3,0.1987,40,-0.028526925119876978
5,mismatched,B,4,0.2949,38,-0.004170807960307636
5,mismatched,B,5,0.4396,36,-0.004284237491241861
5,mismatched,B,6,0.5167,33,-0.0011311988806262502
5,mismatched,B,7,0.5762,17,-0.0082014539907772
5,mismatched,B,8,0.6148,18,-0.002227109435706451
5,mismatched,B,9,0.6893,26,-0.0015395645854141549
5,mismatched,B,10,0.7775,21,-0.0016304707006773761
5,mismatched,B,11,0.8311,19,-0.005830304184105205
5,mismatched,B,12,0.9078,16,-0.01084439238638879
5,mismatched,B,13,0.9479,22,-0.06002153242364081
6,cold,A,0,0.0515,23,-2.6485396660054508
6,cold,A,1,0.0967,21,-2.81167803895438
6,cold,A,2,0.1482,12,-2.193579669459723
6,cold,A,3,0.1856,12,-2.1292715867360434
6,cold,A,4,0.2221,21,-2.2627773301321126
6,cold,A,5,0.3026,17,-2.3790065163107905
6,cold,A,6,0.3464,26,-2.347595221363008
6,cold,A,7,0.3987,25,-2.362102007009089
6,cold,A,8,0.4586,17,-1.6738940959467608
6,cold,A,9,0.5069,18,-2.1172687333956777
6,cold,A,10,0.5526,16,-3.32508826762205
6,cold,A,11,0.7535,21,-2.41501968396118
6,cold,A,12,0.8308,28,-2.075432946406571
6,cold,A,13,0.9281,40,-1.463639452093048
6,cold,B,0,0.0,18,-0.010917626120822711
6,cold,B,1,0.0202,15,-0.04030847333512308
6,cold,B,2,0.0841,33,-0.009661198268545515
6,cold,B,3,0.1281,49,-0.026796232418430974
6,cold,B,4,0.1899,21,-0.023200368887392825
6,cold,B,5,0.209,57,-0.004798593509556731
6,cold,B,6,0.2559,23,-0.014558233681980157
6,cold,B,7,0.2838,27,-0.017431152974529174
6,cold,B,8,0.3178,14,-0.004148516832044281
6,cold,B,9,0.3408,14,-0.011802708139709597
6,cold,B,10,0.3593,31,-0.004117767271113295
6,cold,B,11,0.4004,13,-0.019936477440821294
6,cold,B,12,0.4227,87,-0.00890035653715497
6,cold,B,13,0.5208,143,-0.002203428909747122
6,cold,B,14,0.6812,58,-0.0028880184409931175
6,cold,B,15,0.7403,63,-0.007929666747360089
6,cold,B,16,0.7973,81,-0.002019188866199082
6,cold,B,17,0.8731,65,-0.001740363618200018
6,cold,B,18,0.9402,51,-0.010728800938665574
6,warm,A,0,0.0515,23,-2.631298120740963
6,warm,A,1,0.0967,21,-2.7366220470783964
6,warm,A,2,0.1482,12,-2.2426712251617573
6,warm,A,3,0.1856,12,-2.0516714615126452
6,warm,A,4,0.2221,21,-2.0902545624412596
